Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Agent_3_Max,Agent_3_Max_Unclipped,Agent_3_Sum,Agent_3_Sum_Unclipped,Agent_4_Max,Agent_4_Max_Unclipped,Agent_4_Sum,Agent_4_Sum_Unclipped,Agent_5_Max,Agent_5_Max_Unclipped,Agent_5_Sum,Agent_5_Sum_Unclipped,Agent_6_Max,Agent_6_Max_Unclipped,Agent_6_Sum,Agent_6_Sum_Unclipped,Agent_7_Max,Agent_7_Max_Unclipped,Agent_7_Sum,Agent_7_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness
299,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_299.txt,0.0,-9.0,0.0,-329.0,0.0,-14.0,0.0,-402.0,0.0,-19.0,0.0,-309.0,0.0,-10.0,0.0,-190.0,51.0,51.0,116.0,-16.0,8.0,8.0,8.0,-304.0,39.0,39.0,158.0,158.0,51.0,51.0,282.0,-1392.0,False
300,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_300.txt,4.0,4.0,6.0,-129.0,110.0,110.0,221.0,86.0,67.0,67.0,67.0,-347.0,85.0,85.0,91.0,-359.0,64.0,64.0,64.0,-302.0,43.0,43.0,56.0,-305.0,0.0,-16.0,0.0,-472.0,110.0,110.0,505.0,-1828.0,False
301,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_301.txt,56.0,56.0,98.0,-374.0,55.0,55.0,79.0,-259.0,0.0,-24.0,0.0,-700.0,284.0,284.0,948.0,948.0,84.0,84.0,104.0,-349.0,39.0,39.0,78.0,-391.0,96.0,96.0,112.0,-305.0,284.0,284.0,1419.0,-1430.0,False
302,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_302.txt,104.0,104.0,151.0,1.0,10.0,10.0,10.0,-300.0,59.0,59.0,172.0,62.0,52.0,52.0,52.0,-319.0,52.0,52.0,52.0,-250.0,0.0,-6.0,0.0,-385.0,0.0,-3.0,0.0,-389.0,104.0,104.0,437.0,-1580.0,False
303,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_303.txt,0.0,-3.0,0.0,-375.0,1.0,1.0,1.0,-362.0,21.0,21.0,21.0,-219.0,0.0,-24.0,0.0,-375.0,10.0,10.0,10.0,-347.0,41.0,41.0,88.0,-4.0,0.0,-18.0,0.0,-381.0,41.0,41.0,120.0,-2063.0,False
304,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_304.txt,9.0,9.0,9.0,-327.0,0.0,-29.0,0.0,-328.0,15.0,15.0,15.0,-294.0,0.0,-4.0,0.0,-400.0,3.0,3.0,3.0,-332.0,25.0,25.0,52.0,-93.0,25.0,25.0,42.0,-50.0,25.0,25.0,121.0,-1824.0,False
305,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_305.txt,131.0,131.0,322.0,247.0,113.0,113.0,173.0,-39.0,26.0,26.0,36.0,-327.0,30.0,30.0,85.0,-107.0,8.0,8.0,11.0,-387.0,0.0,-65.0,0.0,-659.0,31.0,31.0,31.0,-328.0,131.0,131.0,658.0,-1600.0,False
306,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_306.txt,53.0,53.0,56.0,-83.0,14.0,14.0,23.0,-127.0,11.0,11.0,11.0,-204.0,0.0,-8.0,0.0,-209.0,0.0,-9.0,0.0,-268.0,0.0,0.0,0.0,-264.0,62.0,62.0,67.0,-74.0,62.0,62.0,157.0,-1229.0,False
307,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_307.txt,42.0,42.0,77.0,-232.0,70.0,70.0,125.0,-134.0,87.0,87.0,120.0,-332.0,154.0,154.0,424.0,359.0,0.0,0.0,0.0,-679.0,0.0,0.0,0.0,-679.0,53.0,53.0,61.0,-335.0,154.0,154.0,807.0,-2032.0,False
308,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_308.txt,0.0,-19.0,0.0,-319.0,0.0,-4.0,0.0,-337.0,0.0,-17.0,0.0,-339.0,0.0,-5.0,0.0,-207.0,0.0,-12.0,0.0,-279.0,0.0,-33.0,0.0,-288.0,34.0,34.0,64.0,23.0,34.0,34.0,64.0,-1746.0,False
309,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_309.txt,14.0,14.0,14.0,-310.0,32.0,32.0,70.0,13.0,17.0,17.0,17.0,-268.0,0.0,-17.0,0.0,-432.0,0.0,-67.0,0.0,-471.0,12.0,12.0,12.0,-223.0,0.0,-8.0,0.0,-355.0,32.0,32.0,113.0,-2046.0,False
310,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_310.txt,28.0,28.0,28.0,-323.0,63.0,63.0,63.0,-272.0,0.0,-1.0,0.0,-347.0,6.0,6.0,6.0,-371.0,77.0,77.0,77.0,-262.0,166.0,166.0,321.0,319.0,0.0,-33.0,0.0,-476.0,166.0,166.0,495.0,-1732.0,False
311,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_311.txt,0.0,-50.0,0.0,-483.0,0.0,-22.0,0.0,-372.0,109.0,109.0,252.0,137.0,0.0,-10.0,0.0,-411.0,7.0,7.0,9.0,-219.0,20.0,20.0,20.0,-392.0,0.0,-35.0,0.0,-412.0,109.0,109.0,281.0,-2152.0,False
312,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_312.txt,15.0,15.0,15.0,-194.0,34.0,34.0,34.0,-161.0,0.0,-8.0,0.0,-367.0,5.0,5.0,5.0,-400.0,0.0,-45.0,0.0,-415.0,4.0,4.0,7.0,-267.0,4.0,4.0,4.0,-405.0,34.0,34.0,65.0,-2209.0,False
313,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_313.txt,18.0,18.0,21.0,-221.0,0.0,-40.0,0.0,-416.0,0.0,-1.0,0.0,-319.0,29.0,29.0,40.0,-56.0,0.0,-20.0,0.0,-438.0,0.0,-28.0,0.0,-459.0,63.0,63.0,139.0,0.0,63.0,63.0,200.0,-1909.0,False
314,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_314.txt,56.0,56.0,134.0,87.0,0.0,-10.0,0.0,-321.0,0.0,-1.0,0.0,-412.0,3.0,3.0,3.0,-271.0,34.0,34.0,66.0,-83.0,0.0,-23.0,0.0,-403.0,0.0,-23.0,0.0,-363.0,56.0,56.0,203.0,-1766.0,False
315,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_315.txt,41.0,41.0,93.0,-15.0,49.0,49.0,64.0,-281.0,105.0,105.0,136.0,-11.0,14.0,14.0,14.0,-270.0,5.0,5.0,7.0,-412.0,25.0,25.0,25.0,-363.0,0.0,-1.0,0.0,-340.0,105.0,105.0,339.0,-1692.0,False
316,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_316.txt,83.0,83.0,241.0,207.0,95.0,95.0,307.0,188.0,44.0,44.0,44.0,-282.0,72.0,72.0,110.0,-233.0,33.0,33.0,47.0,-202.0,0.0,-28.0,0.0,-542.0,33.0,33.0,64.0,-156.0,95.0,95.0,813.0,-1020.0,False
317,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_317.txt,50.0,50.0,50.0,-84.0,0.0,-20.0,0.0,-267.0,8.0,8.0,8.0,-283.0,0.0,-17.0,0.0,-418.0,58.0,58.0,142.0,43.0,0.0,-41.0,0.0,-432.0,0.0,-39.0,0.0,-402.0,58.0,58.0,200.0,-1843.0,False
318,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_318.txt,50.0,50.0,95.0,11.0,0.0,-12.0,0.0,-284.0,23.0,23.0,23.0,-284.0,0.0,-7.0,0.0,-323.0,0.0,-10.0,0.0,-302.0,0.0,-6.0,0.0,-396.0,29.0,29.0,29.0,-166.0,50.0,50.0,147.0,-1744.0,False
319,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_319.txt,67.0,67.0,67.0,-210.0,124.0,124.0,303.0,217.0,82.0,82.0,262.0,135.0,47.0,47.0,47.0,-408.0,8.0,8.0,8.0,-375.0,0.0,-1.0,0.0,-366.0,0.0,-23.0,0.0,-502.0,124.0,124.0,687.0,-1509.0,False
320,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_320.txt,65.0,65.0,155.0,44.0,50.0,50.0,93.0,-46.0,0.0,-1.0,0.0,-184.0,0.0,-15.0,0.0,-354.0,37.0,37.0,37.0,-306.0,0.0,-25.0,0.0,-315.0,0.0,-10.0,0.0,-355.0,65.0,65.0,285.0,-1516.0,False
321,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_321.txt,0.0,-35.0,0.0,-410.0,0.0,-12.0,0.0,-367.0,81.0,81.0,189.0,20.0,27.0,27.0,35.0,-213.0,0.0,-32.0,0.0,-447.0,49.0,49.0,80.0,-57.0,0.0,-19.0,0.0,-391.0,81.0,81.0,304.0,-1865.0,False
322,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_322.txt,0.0,-2.0,0.0,-375.0,0.0,-16.0,0.0,-443.0,0.0,-28.0,0.0,-530.0,72.0,72.0,114.0,44.0,35.0,35.0,55.0,-134.0,0.0,-35.0,0.0,-501.0,0.0,-16.0,0.0,-329.0,72.0,72.0,169.0,-2268.0,False
323,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_323.txt,43.0,43.0,51.0,-277.0,45.0,45.0,45.0,-244.0,128.0,128.0,234.0,145.0,0.0,-20.0,0.0,-355.0,50.0,50.0,50.0,-225.0,42.0,42.0,42.0,-177.0,52.0,52.0,66.0,-120.0,128.0,128.0,488.0,-1253.0,False
324,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_324.txt,1.0,1.0,1.0,-269.0,46.0,46.0,74.0,-24.0,42.0,42.0,105.0,81.0,0.0,-2.0,0.0,-265.0,0.0,-3.0,0.0,-402.0,0.0,-11.0,0.0,-217.0,0.0,-32.0,0.0,-331.0,46.0,46.0,180.0,-1427.0,False
325,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_325.txt,96.0,96.0,213.0,132.0,60.0,60.0,118.0,-183.0,96.0,96.0,138.0,-193.0,0.0,0.0,0.0,-620.0,70.0,70.0,84.0,-270.0,0.0,0.0,0.0,-620.0,139.0,139.0,302.0,178.0,139.0,139.0,855.0,-1576.0,False
326,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_326.txt,72.0,72.0,72.0,-360.0,138.0,138.0,405.0,405.0,0.0,-67.0,0.0,-790.0,44.0,44.0,44.0,-221.0,45.0,45.0,65.0,-443.0,29.0,29.0,29.0,-531.0,19.0,19.0,19.0,-473.0,138.0,138.0,634.0,-2413.0,False
327,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_327.txt,103.0,103.0,158.0,-11.0,84.0,84.0,276.0,173.0,43.0,43.0,43.0,-482.0,3.0,3.0,4.0,-363.0,59.0,59.0,78.0,-276.0,51.0,51.0,51.0,-332.0,0.0,-2.0,0.0,-355.0,103.0,103.0,610.0,-1646.0,False
328,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_328.txt,71.0,71.0,71.0,-443.0,247.0,247.0,658.0,611.0,55.0,55.0,69.0,-345.0,0.0,0.0,0.0,-820.0,0.0,0.0,0.0,-820.0,77.0,77.0,146.0,-379.0,151.0,151.0,297.0,99.0,247.0,247.0,1241.0,-2097.0,False
329,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_329.txt,126.0,126.0,165.0,3.0,49.0,49.0,49.0,-423.0,63.0,63.0,63.0,-347.0,84.0,84.0,124.0,-178.0,0.0,-88.0,0.0,-792.0,46.0,46.0,46.0,-437.0,60.0,60.0,89.0,-71.0,126.0,126.0,536.0,-2245.0,False
330,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_330.txt,1.0,1.0,1.0,-297.0,14.0,14.0,14.0,-205.0,88.0,88.0,88.0,-184.0,0.0,-2.0,0.0,-209.0,75.0,75.0,166.0,88.0,46.0,46.0,46.0,-239.0,61.0,61.0,135.0,19.0,88.0,88.0,450.0,-1027.0,False
331,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_331.txt,18.0,18.0,31.0,-215.0,55.0,55.0,68.0,-219.0,44.0,44.0,53.0,-249.0,33.0,33.0,41.0,-149.0,8.0,8.0,8.0,-418.0,0.0,-2.0,0.0,-261.0,179.0,179.0,501.0,486.0,179.0,179.0,702.0,-1025.0,False
332,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_332.txt,0.0,-1.0,0.0,-290.0,29.0,29.0,78.0,-84.0,42.0,42.0,71.0,-85.0,17.0,17.0,17.0,-377.0,21.0,21.0,21.0,-330.0,0.0,-19.0,0.0,-374.0,0.0,-10.0,0.0,-469.0,42.0,42.0,187.0,-2009.0,False
333,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_333.txt,72.0,72.0,189.0,87.0,69.0,69.0,69.0,-199.0,24.0,24.0,24.0,-372.0,23.0,23.0,23.0,-336.0,67.0,67.0,126.0,-213.0,55.0,55.0,87.0,-368.0,106.0,106.0,208.0,77.0,106.0,106.0,726.0,-1324.0,False
334,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_334.txt,0.0,0.0,0.0,-163.0,0.0,-2.0,0.0,-294.0,0.0,-42.0,0.0,-436.0,3.0,3.0,3.0,-208.0,53.0,53.0,130.0,82.0,3.0,3.0,3.0,-208.0,0.0,-21.0,0.0,-337.0,53.0,53.0,136.0,-1564.0,False
335,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_335.txt,0.0,0.0,0.0,-230.0,0.0,-11.0,0.0,-243.0,11.0,11.0,11.0,-186.0,19.0,19.0,19.0,-256.0,67.0,67.0,90.0,-70.0,61.0,61.0,74.0,-58.0,45.0,45.0,45.0,-123.0,67.0,67.0,239.0,-1166.0,False
336,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_336.txt,144.0,144.0,295.0,188.0,49.0,49.0,49.0,-311.0,45.0,45.0,45.0,-507.0,34.0,34.0,34.0,-541.0,108.0,108.0,121.0,-98.0,0.0,-87.0,0.0,-812.0,4.0,4.0,4.0,-435.0,144.0,144.0,548.0,-2516.0,False
337,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_337.txt,141.0,141.0,345.0,278.0,52.0,52.0,101.0,-124.0,122.0,122.0,324.0,125.0,44.0,44.0,67.0,-194.0,37.0,37.0,50.0,-339.0,30.0,30.0,30.0,-258.0,24.0,24.0,24.0,-305.0,141.0,141.0,941.0,-817.0,False
338,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_338.txt,3.0,3.0,3.0,-338.0,34.0,34.0,48.0,-65.0,0.0,-4.0,0.0,-343.0,9.0,9.0,9.0,-353.0,0.0,-7.0,0.0,-322.0,0.0,-4.0,0.0,-433.0,24.0,24.0,36.0,-123.0,34.0,34.0,96.0,-1977.0,False
339,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_339.txt,48.0,48.0,88.0,-100.0,4.0,4.0,4.0,-365.0,21.0,21.0,30.0,-259.0,6.0,6.0,6.0,-301.0,0.0,-31.0,0.0,-406.0,2.0,2.0,2.0,-368.0,50.0,50.0,68.0,-64.0,50.0,50.0,198.0,-1863.0,False
340,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_340.txt,95.0,95.0,186.0,-9.0,114.0,114.0,262.0,166.0,50.0,50.0,60.0,-203.0,22.0,22.0,22.0,-346.0,55.0,55.0,68.0,-257.0,31.0,31.0,42.0,-167.0,0.0,-52.0,0.0,-586.0,114.0,114.0,640.0,-1402.0,False
341,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_341.txt,15.0,15.0,17.0,-190.0,38.0,38.0,83.0,4.0,6.0,6.0,6.0,-352.0,0.0,-29.0,0.0,-343.0,0.0,-11.0,0.0,-327.0,0.0,-13.0,0.0,-392.0,0.0,-9.0,0.0,-375.0,38.0,38.0,106.0,-1975.0,False
342,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_342.txt,80.0,80.0,87.0,-413.0,81.0,81.0,99.0,-505.0,0.0,0.0,0.0,-778.0,165.0,165.0,529.0,442.0,0.0,0.0,0.0,-778.0,50.0,50.0,96.0,-459.0,190.0,190.0,372.0,299.0,190.0,190.0,1183.0,-2192.0,False
343,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_343.txt,0.0,-14.0,0.0,-472.0,0.0,-49.0,0.0,-484.0,0.0,-14.0,0.0,-281.0,0.0,-40.0,0.0,-437.0,0.0,-16.0,0.0,-407.0,0.0,-13.0,0.0,-394.0,80.0,80.0,267.0,267.0,80.0,80.0,267.0,-2208.0,False
344,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_344.txt,80.0,80.0,342.0,342.0,5.0,5.0,5.0,-330.0,0.0,-2.0,0.0,-305.0,14.0,14.0,14.0,-352.0,0.0,-18.0,0.0,-359.0,0.0,-13.0,0.0,-419.0,8.0,8.0,8.0,-153.0,80.0,80.0,369.0,-1576.0,False
345,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_345.txt,0.0,-20.0,0.0,-388.0,41.0,41.0,65.0,5.0,40.0,40.0,54.0,-46.0,0.0,-16.0,0.0,-331.0,0.0,-25.0,0.0,-416.0,13.0,13.0,13.0,-311.0,0.0,-3.0,0.0,-287.0,41.0,41.0,132.0,-1774.0,False
346,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_346.txt,0.0,-4.0,0.0,-308.0,0.0,-1.0,0.0,-170.0,0.0,-2.0,0.0,-215.0,6.0,6.0,6.0,-260.0,4.0,4.0,4.0,-138.0,6.0,6.0,6.0,-323.0,0.0,-12.0,0.0,-203.0,6.0,6.0,16.0,-1617.0,False
347,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_347.txt,45.0,45.0,65.0,-426.0,113.0,113.0,201.0,-90.0,0.0,0.0,0.0,-747.0,57.0,57.0,109.0,-327.0,220.0,220.0,373.0,253.0,132.0,132.0,255.0,11.0,0.0,0.0,0.0,-747.0,220.0,220.0,1003.0,-2073.0,False
348,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_348.txt,0.0,0.0,0.0,-770.0,74.0,74.0,86.0,-381.0,0.0,0.0,0.0,-770.0,60.0,60.0,70.0,-521.0,141.0,141.0,604.0,536.0,76.0,76.0,83.0,-508.0,70.0,70.0,178.0,-128.0,141.0,141.0,1021.0,-2542.0,False
349,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_349.txt,109.0,109.0,229.0,24.0,25.0,25.0,39.0,-349.0,20.0,20.0,20.0,-375.0,0.0,-33.0,0.0,-738.0,89.0,89.0,269.0,263.0,71.0,71.0,71.0,-430.0,34.0,34.0,46.0,-431.0,109.0,109.0,674.0,-2036.0,False
350,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_350.txt,0.0,0.0,0.0,-362.0,74.0,74.0,232.0,114.0,36.0,36.0,85.0,-136.0,5.0,5.0,5.0,-416.0,22.0,22.0,22.0,-311.0,0.0,-17.0,0.0,-553.0,0.0,-24.0,0.0,-513.0,74.0,74.0,344.0,-2177.0,False
351,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_351.txt,137.0,137.0,137.0,-39.0,77.0,77.0,195.0,85.0,0.0,-57.0,0.0,-507.0,0.0,0.0,0.0,-416.0,6.0,6.0,6.0,-392.0,22.0,22.0,22.0,-420.0,0.0,-21.0,0.0,-354.0,137.0,137.0,360.0,-2043.0,False
352,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_352.txt,82.0,82.0,252.0,252.0,2.0,2.0,2.0,-351.0,7.0,7.0,7.0,-317.0,29.0,29.0,60.0,-120.0,11.0,11.0,11.0,-375.0,0.0,-5.0,0.0,-254.0,16.0,16.0,16.0,-288.0,82.0,82.0,348.0,-1453.0,False
353,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_353.txt,7.0,7.0,7.0,-170.0,13.0,13.0,13.0,-161.0,19.0,19.0,33.0,-93.0,25.0,25.0,25.0,-278.0,34.0,34.0,65.0,-118.0,17.0,17.0,17.0,-234.0,66.0,66.0,66.0,1.0,66.0,66.0,226.0,-1053.0,False
354,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_354.txt,0.0,-1.0,0.0,-226.0,67.0,67.0,79.0,-179.0,16.0,16.0,16.0,-245.0,18.0,18.0,22.0,-205.0,23.0,23.0,23.0,-344.0,15.0,15.0,33.0,-205.0,122.0,122.0,406.0,390.0,122.0,122.0,579.0,-1014.0,False
355,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_355.txt,145.0,145.0,326.0,224.0,108.0,108.0,168.0,18.0,34.0,34.0,53.0,-228.0,109.0,109.0,306.0,175.0,98.0,98.0,110.0,-236.0,29.0,29.0,30.0,-301.0,0.0,-23.0,0.0,-568.0,145.0,145.0,993.0,-916.0,False
356,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_356.txt,100.0,100.0,195.0,122.0,79.0,79.0,86.0,-212.0,143.0,143.0,283.0,175.0,42.0,42.0,72.0,-199.0,11.0,11.0,11.0,-410.0,52.0,52.0,52.0,-348.0,19.0,19.0,19.0,-384.0,143.0,143.0,718.0,-1256.0,False
357,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_357.txt,13.0,13.0,14.0,-318.0,20.0,20.0,21.0,-255.0,66.0,66.0,153.0,89.0,52.0,52.0,69.0,-102.0,24.0,24.0,24.0,-373.0,0.0,-29.0,0.0,-506.0,0.0,-21.0,0.0,-455.0,66.0,66.0,281.0,-1920.0,False
358,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_358.txt,35.0,35.0,35.0,-325.0,96.0,96.0,184.0,81.0,1.0,1.0,1.0,-289.0,91.0,91.0,186.0,94.0,19.0,19.0,19.0,-323.0,14.0,14.0,14.0,-292.0,0.0,-13.0,0.0,-350.0,96.0,96.0,439.0,-1404.0,False
359,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_359.txt,24.0,24.0,57.0,21.0,94.0,94.0,146.0,92.0,10.0,10.0,10.0,-374.0,0.0,-28.0,0.0,-469.0,0.0,-5.0,0.0,-346.0,1.0,1.0,1.0,-244.0,0.0,-8.0,0.0,-223.0,94.0,94.0,214.0,-1543.0,False
360,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_360.txt,28.0,28.0,28.0,-369.0,0.0,-30.0,0.0,-454.0,44.0,44.0,81.0,-84.0,20.0,20.0,43.0,-163.0,0.0,-13.0,0.0,-382.0,0.0,-33.0,0.0,-542.0,0.0,-31.0,0.0,-480.0,44.0,44.0,152.0,-2474.0,False
361,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_361.txt,160.0,160.0,415.0,249.0,151.0,151.0,422.0,314.0,93.0,93.0,320.0,214.0,23.0,23.0,74.0,-273.0,23.0,23.0,42.0,-239.0,45.0,45.0,97.0,-154.0,0.0,-3.0,0.0,-486.0,160.0,160.0,1370.0,-375.0,False
362,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_362.txt,2.0,2.0,2.0,-431.0,0.0,-4.0,0.0,-276.0,5.0,5.0,5.0,-312.0,0.0,-6.0,0.0,-252.0,0.0,-14.0,0.0,-297.0,0.0,-4.0,0.0,-285.0,46.0,46.0,121.0,-6.0,46.0,46.0,128.0,-1859.0,False
363,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_363.txt,54.0,54.0,59.0,-198.0,78.0,78.0,183.0,132.0,0.0,-1.0,0.0,-361.0,81.0,81.0,81.0,-251.0,0.0,-10.0,0.0,-320.0,0.0,-2.0,0.0,-347.0,95.0,95.0,111.0,18.0,95.0,95.0,434.0,-1327.0,False
364,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_364.txt,34.0,34.0,34.0,-123.0,0.0,-18.0,0.0,-338.0,20.0,20.0,20.0,-271.0,19.0,19.0,19.0,-470.0,0.0,-39.0,0.0,-640.0,0.0,-6.0,0.0,-404.0,0.0,-24.0,0.0,-400.0,34.0,34.0,73.0,-2646.0,False
365,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_365.txt,142.0,142.0,232.0,56.0,23.0,23.0,23.0,-285.0,98.0,98.0,166.0,38.0,3.0,3.0,3.0,-504.0,0.0,-82.0,0.0,-701.0,48.0,48.0,48.0,-219.0,82.0,82.0,82.0,-128.0,142.0,142.0,554.0,-1743.0,False
366,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_366.txt,45.0,45.0,45.0,-261.0,58.0,58.0,140.0,96.0,24.0,24.0,44.0,-207.0,59.0,59.0,59.0,-280.0,38.0,38.0,38.0,-273.0,34.0,34.0,80.0,-87.0,0.0,-24.0,0.0,-381.0,59.0,59.0,406.0,-1393.0,False
367,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_367.txt,0.0,0.0,0.0,-824.0,163.0,163.0,363.0,47.0,20.0,20.0,33.0,-428.0,71.0,71.0,112.0,-362.0,96.0,96.0,136.0,-434.0,0.0,0.0,0.0,-824.0,259.0,259.0,833.0,820.0,259.0,259.0,1477.0,-2005.0,False
368,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_368.txt,0.0,0.0,0.0,-787.0,124.0,124.0,342.0,252.0,66.0,66.0,99.0,-364.0,114.0,114.0,227.0,-17.0,0.0,0.0,0.0,-787.0,105.0,105.0,231.0,-131.0,56.0,56.0,56.0,-622.0,124.0,124.0,955.0,-2456.0,False
369,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_369.txt,76.0,76.0,140.0,55.0,13.0,13.0,20.0,-196.0,19.0,19.0,20.0,-236.0,20.0,20.0,20.0,-239.0,21.0,21.0,41.0,-45.0,9.0,9.0,9.0,-221.0,0.0,-17.0,0.0,-377.0,76.0,76.0,250.0,-1259.0,False
370,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_370.txt,6.0,6.0,6.0,-315.0,72.0,72.0,96.0,-20.0,0.0,-3.0,0.0,-226.0,6.0,6.0,6.0,-323.0,0.0,-6.0,0.0,-351.0,0.0,-3.0,0.0,-312.0,2.0,2.0,2.0,-468.0,72.0,72.0,110.0,-2015.0,False
371,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_371.txt,38.0,38.0,74.0,-120.0,74.0,74.0,204.0,130.0,0.0,-11.0,0.0,-328.0,22.0,22.0,41.0,-252.0,0.0,-11.0,0.0,-351.0,73.0,73.0,97.0,16.0,6.0,6.0,6.0,-206.0,74.0,74.0,422.0,-1111.0,False
372,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_372.txt,118.0,118.0,278.0,19.0,59.0,59.0,113.0,-70.0,125.0,125.0,187.0,22.0,15.0,15.0,29.0,-334.0,0.0,-51.0,0.0,-731.0,55.0,55.0,55.0,-463.0,37.0,37.0,37.0,-449.0,125.0,125.0,699.0,-2006.0,False
373,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_373.txt,3.0,3.0,5.0,-200.0,64.0,64.0,132.0,131.0,16.0,16.0,35.0,-58.0,0.0,-13.0,0.0,-295.0,0.0,0.0,0.0,-208.0,0.0,-21.0,0.0,-295.0,0.0,-18.0,0.0,-287.0,64.0,64.0,172.0,-1212.0,False
