Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Agent_3_Max,Agent_3_Max_Unclipped,Agent_3_Sum,Agent_3_Sum_Unclipped,Agent_4_Max,Agent_4_Max_Unclipped,Agent_4_Sum,Agent_4_Sum_Unclipped,Agent_5_Max,Agent_5_Max_Unclipped,Agent_5_Sum,Agent_5_Sum_Unclipped,Agent_6_Max,Agent_6_Max_Unclipped,Agent_6_Sum,Agent_6_Sum_Unclipped,Agent_7_Max,Agent_7_Max_Unclipped,Agent_7_Sum,Agent_7_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness,Number_of_Possible_Allocations,Number_of_Envy_Free_Allocations,Max_Nash_Welfare,Max_Utilitarian_Welfare,Max_Egalitarian_Welfare,LLM_Nash_Welfare,LLM_Utilitarian_Welfare,LLM_Egalitarian_Welfare
242,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_242.txt,0.0,-11.0,0.0,-222.0,16.0,16.0,16.0,-208.0,10.0,10.0,12.0,-191.0,25.0,25.0,25.0,-122.0,0.0,-10.0,0.0,-261.0,61.0,61.0,122.0,-49.0,0.0,-16.0,0.0,-331.0,61.0,61.0,175.0,-1384.0,False,5764801.0,0.0,61172598286800.0,699.0,83.0,34004673087840.0,602.0,72.0
243,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_243.txt,69.0,69.0,173.0,117.0,36.0,36.0,60.0,-130.0,45.0,45.0,45.0,-401.0,27.0,27.0,27.0,-499.0,108.0,108.0,108.0,-21.0,0.0,-71.0,0.0,-660.0,11.0,11.0,13.0,-254.0,108.0,108.0,426.0,-1848.0,False,5764801.0,0.0,45625342109040.0,672.0,72.0,0.0,660.0,0.0
244,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_244.txt,75.0,75.0,187.0,187.0,24.0,24.0,40.0,-28.0,53.0,53.0,87.0,-15.0,86.0,86.0,107.0,-69.0,48.0,48.0,48.0,-234.0,7.0,7.0,7.0,-204.0,66.0,66.0,72.0,-61.0,86.0,86.0,548.0,-424.0,False,5764801.0,0.0,31902318264320.0,635.0,65.0,232557753120.0,431.0,5.0
245,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_245.txt,72.0,72.0,75.0,-271.0,204.0,204.0,319.0,111.0,0.0,0.0,0.0,-702.0,0.0,0.0,0.0,-702.0,94.0,94.0,105.0,-335.0,160.0,160.0,257.0,19.0,91.0,91.0,116.0,-316.0,204.0,204.0,872.0,-2196.0,False,5764801.0,0.0,72943723681920.0,705.0,77.0,0.0,702.0,0.0
246,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_246.txt,0.0,-87.0,0.0,-710.0,93.0,93.0,105.0,10.0,25.0,25.0,25.0,-334.0,73.0,73.0,162.0,54.0,15.0,15.0,15.0,-362.0,31.0,31.0,31.0,-457.0,27.0,27.0,27.0,-418.0,93.0,93.0,365.0,-2217.0,False,5764801.0,0.0,75848759743680.0,715.0,87.0,0.0,710.0,0.0
247,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_247.txt,35.0,35.0,35.0,-169.0,71.0,71.0,71.0,-158.0,15.0,15.0,15.0,-290.0,0.0,-16.0,0.0,-206.0,51.0,51.0,51.0,-207.0,0.0,-7.0,0.0,-230.0,0.0,-3.0,0.0,-359.0,71.0,71.0,172.0,-1619.0,False,5764801.0,0.0,79314582229344.0,727.0,79.0,11974735567872.0,563.0,23.0
248,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_248.txt,3.0,3.0,5.0,-208.0,20.0,20.0,20.0,-250.0,0.0,-22.0,0.0,-330.0,0.0,-14.0,0.0,-280.0,0.0,-1.0,0.0,-266.0,0.0,-33.0,0.0,-279.0,0.0,-17.0,0.0,-258.0,20.0,20.0,25.0,-1871.0,False,5764801.0,0.0,52150588148736.0,714.0,75.0,22268430084096.0,574.0,56.0
249,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_249.txt,92.0,92.0,125.0,-319.0,61.0,61.0,92.0,-283.0,94.0,94.0,186.0,67.0,54.0,54.0,121.0,-54.0,153.0,153.0,320.0,135.0,0.0,0.0,0.0,-702.0,0.0,0.0,0.0,-702.0,153.0,153.0,844.0,-1858.0,False,5764801.0,0.0,71253111131136.0,724.0,81.0,0.0,702.0,0.0
250,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_250.txt,0.0,-3.0,0.0,-400.0,3.0,3.0,3.0,-303.0,40.0,40.0,40.0,-143.0,0.0,-32.0,0.0,-375.0,0.0,-10.0,0.0,-251.0,0.0,-18.0,0.0,-346.0,0.0,-25.0,0.0,-385.0,40.0,40.0,43.0,-2203.0,False,5764801.0,0.0,98856851347800.0,719.0,90.0,89542993749300.0,705.0,82.0
251,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_251.txt,36.0,36.0,75.0,-18.0,5.0,5.0,5.0,-172.0,0.0,-13.0,0.0,-258.0,15.0,15.0,16.0,-70.0,4.0,4.0,4.0,-299.0,1.0,1.0,1.0,-225.0,0.0,-29.0,0.0,-319.0,36.0,36.0,101.0,-1361.0,False,5764801.0,0.0,46330873205760.0,663.0,76.0,14798817386496.0,541.0,52.0
252,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_252.txt,29.0,29.0,29.0,-419.0,0.0,-49.0,0.0,-684.0,154.0,154.0,315.0,188.0,80.0,80.0,95.0,-277.0,64.0,64.0,85.0,-243.0,83.0,83.0,208.0,56.0,25.0,25.0,44.0,-357.0,154.0,154.0,776.0,-1736.0,False,5764801.0,0.0,60383883180060.0,700.0,80.0,0.0,684.0,0.0
253,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_253.txt,7.0,7.0,7.0,-217.0,0.0,-31.0,0.0,-406.0,18.0,18.0,32.0,-262.0,0.0,-22.0,0.0,-362.0,8.0,8.0,8.0,-321.0,74.0,74.0,95.0,-2.0,0.0,-10.0,0.0,-325.0,74.0,74.0,142.0,-1895.0,False,5764801.0,0.0,38067334905600.0,732.0,77.0,30791502181440.0,657.0,35.0
254,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_254.txt,0.0,-11.0,0.0,-249.0,67.0,67.0,67.0,-282.0,44.0,44.0,44.0,-233.0,55.0,55.0,55.0,-336.0,17.0,17.0,17.0,-349.0,5.0,5.0,5.0,-463.0,56.0,56.0,130.0,42.0,67.0,67.0,318.0,-1870.0,False,5764801.0,0.0,91890827360640.0,744.0,84.0,33982808961024.0,676.0,29.0
255,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_255.txt,37.0,37.0,40.0,-178.0,33.0,33.0,33.0,-279.0,85.0,85.0,85.0,-259.0,77.0,77.0,127.0,-12.0,79.0,79.0,79.0,-221.0,98.0,98.0,206.0,115.0,0.0,-36.0,0.0,-600.0,98.0,98.0,570.0,-1434.0,False,5764801.0,0.0,56145289352064.0,708.0,77.0,0.0,600.0,0.0
256,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_256.txt,33.0,33.0,33.0,-120.0,50.0,50.0,51.0,-97.0,31.0,31.0,63.0,-128.0,0.0,-19.0,0.0,-314.0,0.0,-22.0,0.0,-249.0,16.0,16.0,21.0,-77.0,1.0,1.0,1.0,-249.0,50.0,50.0,169.0,-1234.0,False,5764801.0,0.0,60404722478100.0,692.0,83.0,18040015302400.0,566.0,49.0
257,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_257.txt,0.0,0.0,0.0,-658.0,140.0,140.0,484.0,455.0,60.0,60.0,61.0,-372.0,38.0,38.0,63.0,-397.0,76.0,76.0,172.0,-26.0,0.0,0.0,0.0,-658.0,68.0,68.0,111.0,-328.0,140.0,140.0,891.0,-1984.0,False,5764801.0,0.0,16537049663760.0,658.0,54.0,0.0,658.0,0.0
258,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_258.txt,85.0,85.0,104.0,-392.0,132.0,132.0,198.0,-69.0,81.0,81.0,145.0,-129.0,32.0,32.0,49.0,-390.0,0.0,0.0,0.0,-697.0,0.0,0.0,0.0,-697.0,123.0,123.0,215.0,11.0,132.0,132.0,711.0,-2363.0,False,5764801.0,0.0,60027283008000.0,697.0,75.0,0.0,697.0,0.0
259,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_259.txt,0.0,-78.0,0.0,-720.0,0.0,0.0,0.0,-510.0,47.0,47.0,47.0,-424.0,69.0,69.0,69.0,-289.0,33.0,33.0,33.0,-414.0,122.0,122.0,233.0,194.0,75.0,75.0,75.0,-333.0,122.0,122.0,457.0,-2496.0,False,5764801.0,0.0,76650107188200.0,722.0,78.0,0.0,720.0,0.0
260,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_260.txt,99.0,99.0,233.0,195.0,29.0,29.0,37.0,-168.0,18.0,18.0,30.0,-292.0,92.0,92.0,92.0,-151.0,30.0,30.0,30.0,-178.0,7.0,7.0,7.0,-268.0,0.0,-33.0,0.0,-483.0,99.0,99.0,429.0,-1345.0,False,5764801.0,0.0,30859335612000.0,620.0,69.0,0.0,483.0,0.0
261,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_261.txt,118.0,118.0,303.0,240.0,62.0,62.0,79.0,-87.0,47.0,47.0,47.0,-283.0,31.0,31.0,53.0,-233.0,0.0,-43.0,0.0,-547.0,39.0,39.0,39.0,-294.0,32.0,32.0,32.0,-238.0,118.0,118.0,553.0,-1442.0,False,5764801.0,0.0,48074831925120.0,739.0,74.0,0.0,547.0,0.0
262,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_262.txt,58.0,58.0,109.0,-75.0,130.0,130.0,246.0,-5.0,35.0,35.0,38.0,-398.0,75.0,75.0,99.0,-304.0,0.0,0.0,0.0,-641.0,0.0,0.0,0.0,-641.0,119.0,119.0,205.0,10.0,130.0,130.0,697.0,-2054.0,False,5764801.0,0.0,42467244019200.0,691.0,72.0,0.0,641.0,0.0
263,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_263.txt,91.0,91.0,138.0,-65.0,0.0,-3.0,0.0,-185.0,82.0,82.0,97.0,-4.0,0.0,-10.0,0.0,-203.0,66.0,66.0,116.0,-16.0,70.0,70.0,70.0,-107.0,49.0,49.0,94.0,-74.0,91.0,91.0,515.0,-654.0,False,5764801.0,0.0,80556253747200.0,729.0,80.0,434503099800.0,475.0,5.0
264,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_264.txt,112.0,112.0,211.0,52.0,105.0,105.0,141.0,-118.0,80.0,80.0,120.0,-221.0,49.0,49.0,121.0,-101.0,0.0,0.0,0.0,-625.0,0.0,0.0,0.0,-625.0,47.0,47.0,55.0,-399.0,112.0,112.0,648.0,-2037.0,False,5764801.0,0.0,28495021363200.0,647.0,73.0,0.0,625.0,0.0
265,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_265.txt,19.0,19.0,19.0,-283.0,0.0,-8.0,0.0,-318.0,22.0,22.0,22.0,-267.0,35.0,35.0,46.0,-271.0,43.0,43.0,43.0,-225.0,47.0,47.0,103.0,45.0,0.0,-23.0,0.0,-425.0,47.0,47.0,233.0,-1744.0,False,5764801.0,0.0,52284088915968.0,674.0,76.0,17299938126240.0,619.0,21.0
266,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_266.txt,24.0,24.0,52.0,-122.0,12.0,12.0,12.0,-153.0,47.0,47.0,65.0,-12.0,67.0,67.0,146.0,69.0,35.0,35.0,58.0,-185.0,75.0,75.0,114.0,-34.0,141.0,141.0,310.0,306.0,141.0,141.0,757.0,-131.0,False,5764801.0,0.0,98067800759040.0,731.0,86.0,139040382000.0,424.0,2.0
267,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_267.txt,128.0,128.0,210.0,51.0,67.0,67.0,88.0,-359.0,0.0,-55.0,0.0,-653.0,45.0,45.0,45.0,-296.0,70.0,70.0,103.0,-14.0,14.0,14.0,14.0,-321.0,39.0,39.0,39.0,-367.0,128.0,128.0,499.0,-1959.0,False,5764801.0,0.0,41554777687500.0,692.0,75.0,0.0,653.0,0.0
268,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_268.txt,56.0,56.0,164.0,106.0,2.0,2.0,3.0,-150.0,44.0,44.0,44.0,-120.0,31.0,31.0,41.0,-130.0,0.0,-12.0,0.0,-220.0,5.0,5.0,5.0,-157.0,0.0,-19.0,0.0,-384.0,56.0,56.0,257.0,-1055.0,False,5764801.0,0.0,32371700961600.0,651.0,72.0,18822593764800.0,571.0,47.0
269,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_269.txt,102.0,102.0,193.0,105.0,72.0,72.0,81.0,-152.0,43.0,43.0,52.0,-172.0,39.0,39.0,81.0,-186.0,32.0,32.0,53.0,-209.0,0.0,-1.0,0.0,-367.0,22.0,22.0,22.0,-270.0,102.0,102.0,482.0,-1251.0,False,5764801.0,0.0,47415750253200.0,672.0,84.0,9284340940800.0,584.0,17.0
270,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_270.txt,86.0,86.0,86.0,-156.0,79.0,79.0,79.0,-254.0,5.0,5.0,5.0,-200.0,36.0,36.0,36.0,-265.0,17.0,17.0,17.0,-265.0,0.0,0.0,0.0,-101.0,0.0,-14.0,0.0,-282.0,86.0,86.0,223.0,-1523.0,False,5764801.0,0.0,91093958635680.0,724.0,85.0,3820318774272.0,563.0,6.0
271,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_271.txt,57.0,57.0,81.0,12.0,33.0,33.0,58.0,-151.0,12.0,12.0,12.0,-199.0,34.0,34.0,41.0,-153.0,0.0,-4.0,0.0,-302.0,32.0,32.0,32.0,-245.0,0.0,-6.0,0.0,-344.0,57.0,57.0,224.0,-1382.0,False,5764801.0,0.0,75791720894400.0,702.0,85.0,22756949587008.0,584.0,52.0
272,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_272.txt,55.0,55.0,72.0,-25.0,1.0,1.0,1.0,-297.0,0.0,-5.0,0.0,-267.0,22.0,22.0,22.0,-231.0,0.0,-7.0,0.0,-322.0,0.0,-19.0,0.0,-328.0,0.0,-6.0,0.0,-247.0,55.0,55.0,95.0,-1717.0,False,5764801.0,0.0,113790088965960.0,755.0,87.0,61674732028800.0,660.0,75.0
273,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_273.txt,150.0,150.0,368.0,264.0,134.0,134.0,349.0,331.0,35.0,35.0,87.0,-294.0,32.0,32.0,68.0,-196.0,46.0,46.0,82.0,-267.0,26.0,26.0,51.0,-200.0,0.0,-22.0,0.0,-561.0,150.0,150.0,1005.0,-923.0,False,5764801.0,0.0,56025167367840.0,723.0,78.0,0.0,561.0,0.0
274,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_274.txt,87.0,87.0,92.0,-319.0,106.0,106.0,172.0,18.0,0.0,-77.0,0.0,-716.0,73.0,73.0,73.0,-427.0,92.0,92.0,134.0,-1.0,79.0,79.0,93.0,-333.0,55.0,55.0,55.0,-447.0,106.0,106.0,619.0,-2225.0,False,5764801.0,0.0,72778912085880.0,716.0,78.0,0.0,716.0,0.0
275,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_275.txt,41.0,41.0,41.0,-288.0,61.0,61.0,97.0,-34.0,37.0,37.0,76.0,-82.0,20.0,20.0,20.0,-181.0,2.0,2.0,2.0,-186.0,21.0,21.0,21.0,-176.0,45.0,45.0,136.0,87.0,61.0,61.0,393.0,-860.0,False,5764801.0,0.0,42110244126720.0,670.0,70.0,3735428659200.0,488.0,27.0
276,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_276.txt,4.0,4.0,4.0,-405.0,91.0,91.0,91.0,-286.0,5.0,5.0,5.0,-492.0,25.0,25.0,25.0,-292.0,28.0,28.0,28.0,-306.0,0.0,-81.0,0.0,-712.0,130.0,130.0,256.0,205.0,130.0,130.0,409.0,-2288.0,False,5764801.0,0.0,70764586139520.0,712.0,81.0,0.0,712.0,0.0
277,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_277.txt,3.0,3.0,5.0,-171.0,0.0,-15.0,0.0,-349.0,9.0,9.0,14.0,-278.0,0.0,-38.0,0.0,-411.0,42.0,42.0,42.0,-105.0,3.0,3.0,3.0,-191.0,68.0,68.0,125.0,49.0,68.0,68.0,189.0,-1456.0,False,5764801.0,0.0,45983533438080.0,665.0,80.0,31310848689120.0,637.0,52.0
278,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_278.txt,16.0,16.0,16.0,-241.0,18.0,18.0,18.0,-299.0,63.0,63.0,63.0,-214.0,31.0,31.0,31.0,-192.0,47.0,47.0,47.0,-233.0,0.0,-40.0,0.0,-467.0,41.0,41.0,48.0,-87.0,63.0,63.0,223.0,-1733.0,False,5764801.0,0.0,52939579851576.0,672.0,79.0,20925602311680.0,638.0,20.0
279,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_279.txt,0.0,-22.0,0.0,-616.0,15.0,15.0,27.0,-246.0,134.0,134.0,290.0,217.0,15.0,15.0,20.0,-244.0,60.0,60.0,69.0,-183.0,34.0,34.0,60.0,-341.0,82.0,82.0,158.0,30.0,134.0,134.0,624.0,-1383.0,False,5764801.0,0.0,42148050572160.0,678.0,72.0,0.0,616.0,0.0
280,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_280.txt,38.0,38.0,38.0,-318.0,89.0,89.0,181.0,161.0,0.0,-88.0,0.0,-665.0,43.0,43.0,43.0,-342.0,96.0,96.0,96.0,-173.0,73.0,73.0,77.0,-152.0,103.0,103.0,112.0,-132.0,103.0,103.0,547.0,-1621.0,False,5764801.0,0.0,80106238586880.0,695.0,88.0,0.0,665.0,0.0
281,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_281.txt,19.0,19.0,34.0,-83.0,0.0,-29.0,0.0,-313.0,0.0,-6.0,0.0,-279.0,0.0,-4.0,0.0,-245.0,6.0,6.0,6.0,-173.0,24.0,24.0,24.0,-239.0,31.0,31.0,48.0,-58.0,31.0,31.0,112.0,-1390.0,False,5764801.0,0.0,61123088980800.0,675.0,80.0,30874939200000.0,596.0,70.0
282,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_282.txt,128.0,128.0,397.0,343.0,65.0,65.0,76.0,-85.0,13.0,13.0,18.0,-134.0,46.0,46.0,77.0,-186.0,0.0,-10.0,0.0,-218.0,11.0,11.0,11.0,-233.0,22.0,22.0,30.0,-152.0,128.0,128.0,609.0,-665.0,False,5764801.0,0.0,44766858166272.0,681.0,71.0,3998227801050.0,492.0,27.0
283,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_283.txt,0.0,-22.0,0.0,-291.0,40.0,40.0,65.0,-138.0,12.0,12.0,12.0,-177.0,30.0,30.0,30.0,-87.0,43.0,43.0,54.0,-63.0,0.0,-2.0,0.0,-204.0,31.0,31.0,46.0,-59.0,43.0,43.0,207.0,-1019.0,False,5764801.0,0.0,43646442573888.0,721.0,70.0,8412195993201.0,547.0,21.0
284,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_284.txt,43.0,43.0,43.0,-355.0,19.0,19.0,19.0,-328.0,0.0,-18.0,0.0,-343.0,71.0,71.0,200.0,125.0,0.0,-46.0,0.0,-466.0,0.0,-16.0,0.0,-403.0,19.0,19.0,19.0,-260.0,71.0,71.0,281.0,-2030.0,False,5764801.0,0.0,55005408460800.0,694.0,81.0,41646952120320.0,666.0,53.0
285,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_285.txt,0.0,-3.0,0.0,-245.0,19.0,19.0,20.0,-209.0,25.0,25.0,62.0,21.0,27.0,27.0,27.0,-251.0,0.0,-3.0,0.0,-332.0,0.0,-2.0,0.0,-270.0,0.0,-17.0,0.0,-254.0,27.0,27.0,109.0,-1540.0,False,5764801.0,0.0,44298067968000.0,667.0,70.0,27179239348800.0,588.0,61.0
286,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_286.txt,48.0,48.0,48.0,-290.0,14.0,14.0,14.0,-261.0,39.0,39.0,43.0,-288.0,0.0,-9.0,0.0,-322.0,32.0,32.0,32.0,-212.0,0.0,-23.0,0.0,-322.0,51.0,51.0,99.0,35.0,51.0,51.0,236.0,-1660.0,False,5764801.0,0.0,67525657724160.0,744.0,87.0,41656632307200.0,665.0,45.0
287,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_287.txt,31.0,31.0,36.0,-40.0,0.0,-9.0,0.0,-400.0,0.0,-12.0,0.0,-398.0,0.0,-11.0,0.0,-461.0,0.0,-25.0,0.0,-384.0,0.0,-15.0,0.0,-467.0,0.0,-8.0,0.0,-375.0,31.0,31.0,36.0,-2525.0,False,5764801.0,0.0,68580250663680.0,747.0,84.0,68580250663680.0,709.0,54.0
288,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_288.txt,54.0,54.0,80.0,-193.0,47.0,47.0,47.0,-438.0,12.0,12.0,12.0,-494.0,40.0,40.0,67.0,-352.0,0.0,-65.0,0.0,-703.0,45.0,45.0,45.0,-313.0,55.0,55.0,119.0,-46.0,55.0,55.0,370.0,-2539.0,False,5764801.0,0.0,34524435683920.0,706.0,65.0,0.0,703.0,0.0
289,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_289.txt,15.0,15.0,17.0,-273.0,43.0,43.0,43.0,-197.0,0.0,-8.0,0.0,-273.0,36.0,36.0,36.0,-296.0,0.0,-20.0,0.0,-318.0,1.0,1.0,1.0,-279.0,39.0,39.0,76.0,-49.0,43.0,43.0,173.0,-1685.0,False,5764801.0,0.0,85864536134650.0,720.0,83.0,46517688572355.0,665.0,43.0
290,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_290.txt,0.0,-12.0,0.0,-291.0,0.0,-15.0,0.0,-351.0,2.0,2.0,2.0,-229.0,0.0,-7.0,0.0,-412.0,36.0,36.0,76.0,-13.0,0.0,-12.0,0.0,-333.0,0.0,-11.0,0.0,-285.0,36.0,36.0,78.0,-1914.0,False,5764801.0,0.0,48187486116000.0,690.0,75.0,45397492588800.0,654.0,62.0
291,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_291.txt,52.0,52.0,159.0,137.0,37.0,37.0,37.0,-150.0,41.0,41.0,74.0,-46.0,0.0,0.0,0.0,-160.0,0.0,-13.0,0.0,-279.0,0.0,-7.0,0.0,-305.0,0.0,-8.0,0.0,-218.0,52.0,52.0,270.0,-1021.0,False,5764801.0,0.0,35423906918400.0,668.0,64.0,12387564082176.0,534.0,53.0
292,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_292.txt,47.0,47.0,47.0,-257.0,3.0,3.0,3.0,-342.0,83.0,83.0,140.0,-24.0,64.0,64.0,144.0,-49.0,100.0,100.0,205.0,129.0,25.0,25.0,53.0,-296.0,0.0,-13.0,0.0,-600.0,100.0,100.0,592.0,-1439.0,False,5764801.0,0.0,32715687134208.0,717.0,67.0,0.0,600.0,0.0
293,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_293.txt,0.0,-16.0,0.0,-245.0,53.0,53.0,53.0,-176.0,128.0,128.0,141.0,78.0,39.0,39.0,39.0,-154.0,0.0,-23.0,0.0,-337.0,16.0,16.0,16.0,-282.0,3.0,3.0,3.0,-240.0,128.0,128.0,252.0,-1356.0,False,5764801.0,0.0,26340204844800.0,668.0,61.0,10944806611200.0,564.0,44.0
294,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_294.txt,0.0,0.0,0.0,-153.0,0.0,-8.0,0.0,-229.0,0.0,-5.0,0.0,-211.0,0.0,-21.0,0.0,-333.0,0.0,-11.0,0.0,-152.0,16.0,16.0,21.0,-98.0,0.0,-5.0,0.0,-377.0,16.0,16.0,21.0,-1553.0,False,5764801.0,0.0,49739444941824.0,687.0,73.0,26438083347456.0,588.0,59.0
295,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_295.txt,0.0,0.0,0.0,-723.0,78.0,78.0,120.0,-441.0,0.0,0.0,0.0,-723.0,106.0,106.0,247.0,26.0,182.0,182.0,439.0,333.0,0.0,0.0,0.0,-723.0,137.0,137.0,354.0,201.0,182.0,182.0,1160.0,-2050.0,False,5764801.0,0.0,61964038160640.0,723.0,80.0,0.0,723.0,0.0
296,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_296.txt,122.0,122.0,277.0,252.0,52.0,52.0,52.0,-283.0,21.0,21.0,40.0,-220.0,3.0,3.0,3.0,-242.0,50.0,50.0,66.0,-241.0,0.0,-5.0,0.0,-364.0,39.0,39.0,39.0,-266.0,122.0,122.0,477.0,-1364.0,False,5764801.0,0.0,37017135267840.0,710.0,64.0,9834882129408.0,563.0,38.0
297,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_297.txt,11.0,11.0,11.0,-217.0,20.0,20.0,20.0,-216.0,34.0,34.0,34.0,-292.0,24.0,24.0,40.0,-146.0,0.0,-15.0,0.0,-265.0,0.0,-7.0,0.0,-282.0,0.0,-9.0,0.0,-203.0,34.0,34.0,105.0,-1621.0,False,5764801.0,0.0,58496400990720.0,700.0,76.0,13777534095360.0,532.0,59.0
298,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_298.txt,0.0,-17.0,0.0,-363.0,0.0,-20.0,0.0,-379.0,0.0,-40.0,0.0,-385.0,0.0,-1.0,0.0,-277.0,27.0,27.0,35.0,-94.0,0.0,-18.0,0.0,-418.0,0.0,-21.0,0.0,-439.0,27.0,27.0,35.0,-2355.0,False,5764801.0,1.0,65468822791680.0,689.0,83.0,64622947530240.0,680.0,69.0
299,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_299.txt,0.0,-2.0,0.0,-194.0,0.0,-1.0,0.0,-187.0,0.0,-13.0,0.0,-298.0,46.0,46.0,62.0,-73.0,0.0,-37.0,0.0,-363.0,19.0,19.0,19.0,-121.0,0.0,-6.0,0.0,-199.0,46.0,46.0,81.0,-1435.0,False,5764801.0,0.0,46970045337600.0,657.0,75.0,26261520405120.0,581.0,74.0
300,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_300.txt,0.0,-7.0,0.0,-208.0,2.0,2.0,2.0,-275.0,0.0,-1.0,0.0,-234.0,9.0,9.0,11.0,-143.0,0.0,-4.0,0.0,-235.0,5.0,5.0,5.0,-240.0,0.0,-30.0,0.0,-346.0,9.0,9.0,18.0,-1681.0,False,5764801.0,0.0,60858231033600.0,708.0,83.0,29315205849600.0,592.0,66.0
301,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_301.txt,53.0,53.0,53.0,-118.0,4.0,4.0,7.0,-101.0,72.0,72.0,89.0,-126.0,57.0,57.0,67.0,-113.0,0.0,-72.0,0.0,-536.0,28.0,28.0,28.0,-184.0,38.0,38.0,38.0,-67.0,72.0,72.0,282.0,-1245.0,False,5764801.0,0.0,55801726848000.0,715.0,74.0,0.0,536.0,0.0
302,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_302.txt,0.0,-4.0,0.0,-212.0,0.0,-7.0,0.0,-274.0,7.0,7.0,7.0,-180.0,90.0,90.0,137.0,1.0,0.0,-5.0,0.0,-265.0,0.0,-10.0,0.0,-246.0,0.0,-5.0,0.0,-158.0,90.0,90.0,144.0,-1334.0,False,5764801.0,0.0,49484796153408.0,751.0,58.0,37388619576000.0,639.0,56.0
